Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed
336,24-03-2020,6:00 PM,Jammu and Kashmir,0,0,4
361,25-03-2020,6:00 PM,Jammu and Kashmir,1,0,7
376,26-03-2020,6:00 PM,Jammu and Kashmir,1,0,13
403,27-03-2020,10:00 AM,Jammu and Kashmir,1,1,13
430,28-03-2020,6:00 PM,Jammu and Kashmir,1,1,20
457,29-03-2020,7:30 PM,Jammu and Kashmir,1,2,31
484,30-03-2020,9:30 PM,Jammu and Kashmir,2,2,48
512,31-03-2020,8:30 PM,Jammu and Kashmir,2,2,54
541,01-04-2020,7:30 PM,Jammu and Kashmir,2,2,62
570,02-04-2020,6:00 PM,Jammu and Kashmir,2,2,62
600,03-04-2020,6:00 PM,Jammu and Kashmir,3,2,75
631,04-04-2020,6:00 PM,Jammu and Kashmir,3,2,75
661,05-04-2020,6:00 PM,Jammu and Kashmir,4,2,106
691,06-04-2020,6:00 PM,Jammu and Kashmir,4,2,109
721,07-04-2020,6:00 PM,Jammu and Kashmir,4,2,116
752,08-04-2020,5:00 PM,Jammu and Kashmir,4,2,116
783,09-04-2020,5:00 PM,Jammu and Kashmir,4,4,158
814,10-04-2020,5:00 PM,Jammu and Kashmir,6,4,184
845,11-04-2020,5:00 PM,Jammu and Kashmir,6,4,207
876,12-04-2020,5:00 PM,Jammu and Kashmir,6,4,224
907,13-04-2020,5:00 PM,Jammu and Kashmir,6,4,245
939,14-04-2020,5:00 PM,Jammu and Kashmir,16,4,270
972,15-04-2020,5:00 PM,Jammu and Kashmir,30,4,278
1005,16-04-2020,5:00 PM,Jammu and Kashmir,36,4,300
1038,17-04-2020,5:00 PM,Jammu and Kashmir,38,4,314
1071,18-04-2020,5:00 PM,Jammu and Kashmir,42,5,328
1104,19-04-2020,5:00 PM,Jammu and Kashmir,51,5,341
1137,20-04-2020,5:00 PM,Jammu and Kashmir,56,5,350
1170,21-04-2020,5:00 PM,Jammu and Kashmir,71,5,368
1203,22-04-2020,5:00 PM,Jammu and Kashmir,81,5,380
1235,23-04-2020,5:00 PM,Jammu and Kashmir,92,5,407
1267,24-04-2020,5:00 PM,Jammu and Kashmir,92,5,427
1299,25-04-2020,5:00 PM,Jammu and Kashmir,109,5,454
1331,26-04-2020,5:00 PM,Jammu and Kashmir,112,6,494
1363,27-04-2020,5:00 PM,Jammu and Kashmir,137,6,523
1395,28-04-2020,5:00 PM,Jammu and Kashmir,164,7,546
1427,29-04-2020,5:00 PM,Jammu and Kashmir,176,8,565
1459,30-04-2020,5:00 PM,Jammu and Kashmir,192,8,581
1491,01-05-2020,5:00 PM,Jammu and Kashmir,216,8,614
1523,02-05-2020,5:00 PM,Jammu and Kashmir,247,8,639
1555,03-05-2020,5:00 PM,Jammu and Kashmir,254,8,666
1587,04-05-2020,5:00 PM,Jammu and Kashmir,287,8,701
1619,05-05-2020,5:00 PM,Jammu and Kashmir,303,8,726
1652,06-05-2020,8:00 AM,Jammu and Kashmir,320,8,741
1685,07-05-2020,8:00 AM,Jammu and Kashmir,322,8,775
1718,08-05-2020,8:00 AM,Jammu and Kashmir,335,9,793
1751,09-05-2020,8:00 AM,Jammu and Kashmir,364,9,823
1784,10-05-2020,8:00 AM,Jammu and Kashmir,368,9,836
1817,11-05-2020,8:00 AM,Jammu and Kashmir,383,9,861
1850,12-05-2020,8:00 AM,Jammu and Kashmir,427,10,879
1883,13-05-2020,8:00 AM,Jammu and Kashmir,455,10,934
1916,14-05-2020,8:00 AM,Jammu and Kashmir,466,11,971
1949,15-05-2020,8:00 AM,Jammu and Kashmir,485,11,983
1982,16-05-2020,8:00 AM,Jammu and Kashmir,513,11,1013
2015,17-05-2020,8:00 AM,Jammu and Kashmir,542,12,1121
2048,18-05-2020,8:00 AM,Jammu and Kashmir,575,13,1183
2081,19-05-2020,8:00 AM,Jammu and Kashmir,609,15,1289
2114,20-05-2020,8:00 AM,Jammu and Kashmir,653,17,1317
2148,21-05-2020,8:00 AM,Jammu and Kashmir,678,18,1390
2182,22-05-2020,8:00 AM,Jammu and Kashmir,684,20,1449
2216,23-05-2020,8:00 AM,Jammu and Kashmir,720,20,1489
2250,24-05-2020,8:00 AM,Jammu and Kashmir,774,21,1569
2285,25-05-2020,8:00 AM,Jammu and Kashmir,809,21,1621
2320,26-05-2020,8:00 AM,Jammu and Kashmir,809,23,1668
2356,27-05-2020,8:00 AM,Jammu and Kashmir,833,24,1759
2392,28-05-2020,8:00 AM,Jammu and Kashmir,854,26,1921
2428,29-05-2020,8:00 AM,Jammu and Kashmir,859,27,2036
2464,30-05-2020,8:00 AM,Jammu and Kashmir,875,28,2164
2500,31-05-2020,8:00 AM,Jammu and Kashmir,908,28,2341
2536,01-06-2020,8:00 AM,Jammu and Kashmir,927,28,2446
2572,02-06-2020,8:00 AM,Jammu and Kashmir,946,31,2601
2608,03-06-2020,8:00 AM,Jammu and Kashmir,953,33,2718
2644,04-06-2020,8:00 AM,Jammu and Kashmir,1007,34,2857
2680,05-06-2020,8:00 AM,Jammu and Kashmir,1048,35,3142
2716,06-06-2020,8:00 AM,Jammu and Kashmir,1086,36,3324
2752,07-06-2020,8:00 AM,Jammu and Kashmir,1126,39,3467
2788,08-06-2020,8:00 AM,Jammu and Kashmir,1216,41,4087
2824,09-06-2020,8:00 AM,Jammu and Kashmir,1324,45,4285
2860,10-06-2020,8:00 AM,Jammu and Kashmir,1506,48,4346
2897,11-06-2020,8:00 AM,Jammu and Kashmir,1671,51,4507
2933,12-06-2020,8:00 AM,Jammu and Kashmir,1820,52,4574
2969,13-06-2020,8:00 AM,Jammu and Kashmir,2086,53,4730
3005,14-06-2020,8:00 AM,Jammu and Kashmir,2269,55,4878
3041,15-06-2020,8:00 AM,Jammu and Kashmir,2389,59,5041
3077,16-06-2020,8:00 AM,Jammu and Kashmir,2604,62,5220
3113,17-06-2020,8:00 AM,Jammu and Kashmir,2781,63,5298
3149,18-06-2020,8:00 AM,Jammu and Kashmir,2914,65,5406
3185,19-06-2020,8:00 AM,Jammu and Kashmir,3144,71,5555
3221,20-06-2020,8:00 AM,Jammu and Kashmir,3194,75,5680
3257,21-06-2020,8:00 AM,Jammu and Kashmir,3336,81,5834
3293,22-06-2020,8:00 AM,Jammu and Kashmir,3382,82,5956
3329,23-06-2020,8:00 AM,Jammu and Kashmir,3531,85,6088
3365,24-06-2020,8:00 AM,Jammu and Kashmir,3642,87,6236
3401,25-06-2020,8:00 AM,Jammu and Kashmir,3818,88,6422
3437,26-06-2020,8:00 AM,Jammu and Kashmir,3967,90,6549
3473,27-06-2020,8:00 AM,Jammu and Kashmir,4080,91,6762
3509,28-06-2020,8:00 AM,Jammu and Kashmir,4225,93,6966
3545,29-06-2020,8:00 AM,Jammu and Kashmir,4316,94,7093
3581,30-06-2020,8:00 AM,Jammu and Kashmir,4585,95,7237
3617,01-07-2020,8:00 AM,Jammu and Kashmir,4722,101,7497
3653,02-07-2020,8:00 AM,Jammu and Kashmir,4856,105,7695
3689,03-07-2020,8:00 AM,Jammu and Kashmir,4974,115,7849
3725,04-07-2020,8:00 AM,Jammu and Kashmir,5075,119,8019
3761,05-07-2020,8:00 AM,Jammu and Kashmir,5143,127,8246
3797,06-07-2020,8:00 AM,Jammu and Kashmir,5255,132,8429
3833,07-07-2020,8:00 AM,Jammu and Kashmir,5318,138,8675
3869,08-07-2020,8:00 AM,Jammu and Kashmir,5399,143,8931
3905,09-07-2020,8:00 AM,Jammu and Kashmir,5567,149,9261
3941,10-07-2020,8:00 AM,Jammu and Kashmir,5695,154,9501
3977,11-07-2020,8:00 AM,Jammu and Kashmir,5786,159,9888
4013,12-07-2020,8:00 AM,Jammu and Kashmir,5895,169,10156
4049,13-07-2020,8:00 AM,Jammu and Kashmir,5979,179,10513
4085,14-07-2020,8:00 AM,Jammu and Kashmir,6095,187,10827
4121,15-07-2020,8:00 AM,Jammu and Kashmir,6223,195,11173
4157,16-07-2020,8:00 AM,Jammu and Kashmir,6337,206,11666
4193,17-07-2020,8:00 AM,Jammu and Kashmir,6446,222,12156
4229,18-07-2020,8:00 AM,Jammu and Kashmir,6558,231,12757
4265,19-07-2020,8:00 AM,Jammu and Kashmir,7165,236,13198
4300,20-07-2020,8:00 AM,Jammu and Kashmir,7811,244,13899
4335,21-07-2020,8:00 AM,Jammu and Kashmir,8274,254,14650
4370,22-07-2020,8:00 AM,Jammu and Kashmir,8455,263,15258
4405,23-07-2020,8:00 AM,Jammu and Kashmir,8607,273,15711
4440,24-07-2020,8:00 AM,Jammu and Kashmir,8709,282,16429
4475,25-07-2020,8:00 AM,Jammu and Kashmir,9217,296,16782
4510,26-07-2020,8:00 AM,Jammu and Kashmir,9517,305,17305
4545,27-07-2020,8:00 AM,Jammu and Kashmir,9928,312,17920
4580,28-07-2020,8:00 AM,Jammu and Kashmir,10402,321,18390
4615,29-07-2020,8:00 AM,Jammu and Kashmir,10885,333,18879
4650,30-07-2020,8:00 AM,Jammu and Kashmir,11322,348,19419
4685,31-07-2020,8:00 AM,Jammu and Kashmir,11842,365,19869
4720,01-08-2020,8:00 AM,Jammu and Kashmir,12217,377,20359
4755,02-08-2020,8:00 AM,Jammu and Kashmir,12871,388,20972
4790,03-08-2020,8:00 AM,Jammu and Kashmir,13127,396,21416
4825,04-08-2020,8:00 AM,Jammu and Kashmir,14032,407,22006
4860,05-08-2020,8:00 AM,Jammu and Kashmir,14856,417,22396
4895,06-08-2020,8:00 AM,Jammu and Kashmir,15244,426,22955
4930,07-08-2020,8:00 AM,Jammu and Kashmir,15708,436,23454
4965,08-08-2020,8:00 AM,Jammu and Kashmir,16218,449,23927
5000,09-08-2020,8:00 AM,Jammu and Kashmir,16667,459,24390
5035,10-08-2020,8:00 AM,Jammu and Kashmir,17003,472,24897
5070,11-08-2020,8:00 AM,Jammu and Kashmir,17375,478,25367
5105,12-08-2020,8:00 AM,Jammu and Kashmir,17979,490,25931
5140,13-08-2020,8:00 AM,Jammu and Kashmir,18523,498,26413
5175,14-08-2020,8:00 AM,Jammu and Kashmir,19302,509,26949
5210,15-08-2020,8:00 AM,Jammu and Kashmir,19942,520,27489
5245,16-08-2020,8:00 AM,Jammu and Kashmir,20676,527,28021
5280,17-08-2020,8:00 AM,Jammu and Kashmir,20943,542,28470
5315,18-08-2020,8:00 AM,Jammu and Kashmir,21296,548,28892
5350,19-08-2020,8:00 AM,Jammu and Kashmir,21886,561,29326
5385,20-08-2020,8:00 AM,Jammu and Kashmir,22497,572,30034
5420,21-08-2020,8:00 AM,Jammu and Kashmir,23225,578,30717
5455,22-08-2020,8:00 AM,Jammu and Kashmir,23805,593,31371
5490,23-08-2020,8:00 AM,Jammu and Kashmir,24398,608,31981
5525,24-08-2020,8:00 AM,Jammu and Kashmir,24832,617,32647
5560,25-08-2020,8:00 AM,Jammu and Kashmir,25205,624,33075
5595,26-08-2020,8:00 AM,Jammu and Kashmir,25594,638,33776
5630,27-08-2020,8:00 AM,Jammu and Kashmir,26193,657,34480
5665,28-08-2020,8:00 AM,Jammu and Kashmir,26721,671,35135
5700,29-08-2020,8:00 AM,Jammu and Kashmir,27372,678,35831
5735,30-08-2020,8:00 AM,Jammu and Kashmir,28020,685,36377
5770,31-08-2020,8:00 AM,Jammu and Kashmir,28510,694,37163
5805,01-09-2020,8:00 AM,Jammu and Kashmir,29015,703,37698
5840,02-09-2020,8:00 AM,Jammu and Kashmir,29484,717,38223
5875,03-09-2020,8:00 AM,Jammu and Kashmir,30079,732,38864
5910,04-09-2020,8:00 AM,Jammu and Kashmir,30759,743,39943
5945,05-09-2020,8:00 AM,Jammu and Kashmir,31435,755,40990
5980,06-09-2020,8:00 AM,Jammu and Kashmir,31924,770,42241
6015,07-09-2020,8:00 AM,Jammu and Kashmir,32327,784,43557
6050,08-09-2020,8:00 AM,Jammu and Kashmir,32760,801,44570
6085,09-09-2020,8:00 AM,Jammu and Kashmir,33251,815,45925
6120,10-09-2020,8:00 AM,Jammu and Kashmir,33871,832,47542
6155,11-09-2020,8:00 AM,Jammu and Kashmir,34215,845,49134
6190,12-09-2020,8:00 AM,Jammu and Kashmir,34689,854,50712
6225,13-09-2020,8:00 AM,Jammu and Kashmir,35285,864,52410
6260,14-09-2020,8:00 AM,Jammu and Kashmir,35737,878,54096
6295,15-09-2020,8:00 AM,Jammu and Kashmir,36381,895,55325
6330,16-09-2020,8:00 AM,Jammu and Kashmir,37062,914,56654
6365,17-09-2020,8:00 AM,Jammu and Kashmir,37809,932,58244
6400,18-09-2020,8:00 AM,Jammu and Kashmir,38521,951,59711
6435,19-09-2020,8:00 AM,Jammu and Kashmir,39305,966,61041
6470,20-09-2020,8:00 AM,Jammu and Kashmir,40265,987,62533
6505,21-09-2020,8:00 AM,Jammu and Kashmir,40957,1001,63990
6540,22-09-2020,8:00 AM,Jammu and Kashmir,42115,1024,65026
6575,23-09-2020,8:00 AM,Jammu and Kashmir,43734,1042,66261
6610,24-09-2020,8:00 AM,Jammu and Kashmir,46530,1062,67510
6645,25-09-2020,8:00 AM,Jammu and Kashmir,48079,1084,68614
6680,26-09-2020,8:00 AM,Jammu and Kashmir,49557,1105,69832
6715,27-09-2020,8:00 AM,Jammu and Kashmir,51494,1125,71049
6750,28-09-2020,8:00 AM,Jammu and Kashmir,52859,1132,72190
6785,29-09-2020,8:00 AM,Jammu and Kashmir,54267,1146,73014
6820,30-09-2020,8:00 AM,Jammu and Kashmir,55517,1164,74095
6855,01-10-2020,8:00 AM,Jammu and Kashmir,56872,1181,75070
6890,02-10-2020,8:00 AM,Jammu and Kashmir,58552,1198,76163
6925,03-10-2020,8:00 AM,Jammu and Kashmir,59952,1212,77253
6960,04-10-2020,8:00 AM,Jammu and Kashmir,61351,1231,78228
6995,05-10-2020,8:00 AM,Jammu and Kashmir,62404,1242,79106
7030,06-10-2020,8:00 AM,Jammu and Kashmir,63790,1252,79738
7065,07-10-2020,8:00 AM,Jammu and Kashmir,65496,1268,80476
7100,08-10-2020,8:00 AM,Jammu and Kashmir,67684,1282,81097
7135,09-10-2020,8:00 AM,Jammu and Kashmir,69020,1291,81793
7170,10-10-2020,8:00 AM,Jammu and Kashmir,69979,1306,82429
7205,11-10-2020,8:00 AM,Jammu and Kashmir,70955,1313,83064
7240,12-10-2020,8:00 AM,Jammu and Kashmir,71845,1322,83633
7275,13-10-2020,8:00 AM,Jammu and Kashmir,72706,1333,84031
7310,14-10-2020,8:00 AM,Jammu and Kashmir,73502,1340,84708
7345,15-10-2020,8:00 AM,Jammu and Kashmir,74318,1352,85409
7380,16-10-2020,8:00 AM,Jammu and Kashmir,75641,1358,86057
7415,17-10-2020,8:00 AM,Jammu and Kashmir,76479,1366,86754
7450,18-10-2020,8:00 AM,Jammu and Kashmir,77288,1372,87364
7485,19-10-2020,8:00 AM,Jammu and Kashmir,77886,1379,87942
7520,20-10-2020,8:00 AM,Jammu and Kashmir,78667,1388,88369
7555,21-10-2020,8:00 AM,Jammu and Kashmir,79437,1397,88958
7590,22-10-2020,8:00 AM,Jammu and Kashmir,80092,1402,89582
7625,23-10-2020,8:00 AM,Jammu and Kashmir,80802,1412,90166
7660,24-10-2020,8:00 AM,Jammu and Kashmir,81486,1424,90752
7695,25-10-2020,8:00 AM,Jammu and Kashmir,82219,1430,91329
7730,26-10-2020,8:00 AM,Jammu and Kashmir,82858,1438,91861
7765,27-10-2020,8:00 AM,Jammu and Kashmir,83485,1444,92225
7800,28-10-2020,8:00 AM,Jammu and Kashmir,84236,1451,92677
7835,29-10-2020,8:00 AM,Jammu and Kashmir,84782,1455,93213
7870,30-10-2020,8:00 AM,Jammu and Kashmir,85370,1466,93764
7905,31-10-2020,8:00 AM,Jammu and Kashmir,86024,1471,94330
7940,01-11-2020,8:00 AM,Jammu and Kashmir,86888,1478,94785
7975,02-11-2020,8:00 AM,Jammu and Kashmir,87517,1482,95325
8010,03-11-2020,8:00 AM,Jammu and Kashmir,88140,1490,95710
8045,04-11-2020,8:00 AM,Jammu and Kashmir,88718,1502,96188
8080,05-11-2020,8:00 AM,Jammu and Kashmir,89254,1511,96700
8115,06-11-2020,8:00 AM,Jammu and Kashmir,89905,1517,97224
8150,07-11-2020,8:00 AM,Jammu and Kashmir,90537,1523,97805
8185,08-11-2020,8:00 AM,Jammu and Kashmir,91225,1528,98337
8220,09-11-2020,8:00 AM,Jammu and Kashmir,91681,1533,98892
8255,10-11-2020,8:00 AM,Jammu and Kashmir,92245,1542,99352
8290,11-11-2020,8:00 AM,Jammu and Kashmir,92880,1549,99844
8325,12-11-2020,8:00 AM,Jammu and Kashmir,93313,1558,100351
8360,13-11-2020,8:00 AM,Jammu and Kashmir,93824,1566,100968
8395,14-11-2020,8:00 AM,Jammu and Kashmir,94375,1574,101594
8430,15-11-2020,8:00 AM,Jammu and Kashmir,94851,1580,102159
8465,16-11-2020,8:00 AM,Jammu and Kashmir,95342,1589,102619
8500,17-11-2020,8:00 AM,Jammu and Kashmir,95824,1597,103009
8535,18-11-2020,8:00 AM,Jammu and Kashmir,96392,1604,103581
8570,19-11-2020,8:00 AM,Jammu and Kashmir,96972,1613,104155
8605,20-11-2020,8:00 AM,Jammu and Kashmir,97537,1618,104715
8640,21-11-2020,8:00 AM,Jammu and Kashmir,98076,1622,105376
8675,22-11-2020,8:00 AM,Jammu and Kashmir,98640,1624,105984
8710,23-11-2020,8:00 AM,Jammu and Kashmir,99219,1629,106548
8745,24-11-2020,8:00 AM,Jammu and Kashmir,99827,1641,106899
8780,25-11-2020,8:00 AM,Jammu and Kashmir,100322,1651,107330
8815,26-11-2020,8:00 AM,Jammu and Kashmir,100892,1663,107819
8850,27-11-2020,8:00 AM,Jammu and Kashmir,101363,1668,108306
8885,28-11-2020,8:00 AM,Jammu and Kashmir,101959,1676,108871
8920,29-11-2020,8:00 AM,Jammu and Kashmir,102591,1680,109383
8955,30-11-2020,8:00 AM,Jammu and Kashmir,103082,1685,109854
8990,01-12-2020,8:00 AM,Jammu and Kashmir,103565,1694,110224
9025,02-12-2020,8:00 AM,Jammu and Kashmir,104068,1702,110678
9060,03-12-2020,8:00 AM,Jammu and Kashmir,104471,1708,111130
9095,04-12-2020,8:00 AM,Jammu and Kashmir,104890,1718,111712
9130,05-12-2020,8:00 AM,Jammu and Kashmir,105537,1730,112256
9165,06-12-2020,8:00 AM,Jammu and Kashmir,106006,1742,112757
9200,07-12-2020,8:00 AM,Jammu and Kashmir,106372,1746,113288
9235,08-12-2020,8:00 AM,Jammu and Kashmir,106758,1755,113568
9270,09-12-2020,8:00 AM,Jammu and Kashmir,107282,1761,114038
9305,10-12-2020,8:00 AM,Jammu and Kashmir,107624,1767,114407
9340,11-12-2020,8:00 AM,Jammu and Kashmir,108150,1775,114773
9376,12-12-2020,8:00 AM,Jammu and Kashmir,108572,1786,115207
9412,13-12-2020,8:00 AM,Jammu and Kashmir,109002,1793,115626
9448,14-12-2020,8:00 AM,Jammu and Kashmir,109507,1799,116008
9484,15-12-2020,8:00 AM,Jammu and Kashmir,109894,1802,116254
9520,16-12-2020,8:00 AM,Jammu and Kashmir,110354,1812,116600
9556,17-12-2020,8:00 AM,Jammu and Kashmir,110769,1817,116932
9592,18-12-2020,8:00 AM,Jammu and Kashmir,111164,1826,117317
9628,19-12-2020,8:00 AM,Jammu and Kashmir,111628,1833,117705
9664,20-12-2020,8:00 AM,Jammu and Kashmir,112093,1837,118006
9700,21-12-2020,8:00 AM,Jammu and Kashmir,112568,1841,118263
9736,22-12-2020,8:00 AM,Jammu and Kashmir,113026,1844,118495
9772,23-12-2020,8:00 AM,Jammu and Kashmir,113307,1850,118803
9808,24-12-2020,8:00 AM,Jammu and Kashmir,113645,1853,119053
9844,25-12-2020,8:00 AM,Jammu and Kashmir,113944,1860,119344
9880,26-12-2020,8:00 AM,Jammu and Kashmir,114353,1861,119628
9916,27-12-2020,8:00 AM,Jammu and Kashmir,114722,1867,119877
9952,28-12-2020,8:00 AM,Jammu and Kashmir,114986,1867,120137
9988,29-12-2020,8:00 AM,Jammu and Kashmir,115261,1875,120293
10024,30-12-2020,8:00 AM,Jammu and Kashmir,115560,1879,120527
10060,31-12-2020,8:00 AM,Jammu and Kashmir,115830,1880,120744
10096,01-01-2021,8:00 AM,Jammu and Kashmir,116079,1883,120971
10132,02-01-2021,8:00 AM,Jammu and Kashmir,116327,1884,121227
10168,03-01-2021,8:00 AM,Jammu and Kashmir,116587,1885,121471
10204,04-01-2021,8:00 AM,Jammu and Kashmir,116792,1886,121653
10240,05-01-2021,8:00 AM,Jammu and Kashmir,117211,1891,121786
10276,06-01-2021,8:00 AM,Jammu and Kashmir,117426,1897,121923
10312,07-01-2021,8:00 AM,Jammu and Kashmir,117690,1900,122049
10348,08-01-2021,8:00 AM,Jammu and Kashmir,117877,1903,122176
10384,09-01-2021,8:00 AM,Jammu and Kashmir,118155,1907,122303
10420,10-01-2021,8:00 AM,Jammu and Kashmir,118422,1909,122425
10456,11-01-2021,8:00 AM,Jammu and Kashmir,118617,1910,122538
10492,12-01-2021,8:00 AM,Jammu and Kashmir,118972,1911,122651
10528,13-01-2021,8:00 AM,Jammu and Kashmir,119170,1912,122764
10564,14-01-2021,8:00 AM,Jammu and Kashmir,119344,1912,122885
10600,15-01-2021,8:00 AM,Jammu and Kashmir,119581,1915,122964
10636,16-01-2021,8:00 AM,Jammu and Kashmir,119760,1920,123108
10672,17-01-2021,8:00 AM,Jammu and Kashmir,120016,1921,123217
10708,18-01-2021,8:00 AM,Jammu and Kashmir,120198,1921,123343
10744,19-01-2021,8:00 AM,Jammu and Kashmir,120392,1922,123425
10780,20-01-2021,8:00 AM,Jammu and Kashmir,120512,1923,123538
10816,21-01-2021,8:00 AM,Jammu and Kashmir,120625,1923,123647
10852,22-01-2021,8:00 AM,Jammu and Kashmir,120729,1924,123764
10888,23-01-2021,8:00 AM,Jammu and Kashmir,120826,1928,123852
10924,24-01-2021,8:00 AM,Jammu and Kashmir,120914,1929,123946
10960,25-01-2021,8:00 AM,Jammu and Kashmir,120987,1929,124019
10996,26-01-2021,8:00 AM,Jammu and Kashmir,121070,1929,124083
11032,27-01-2021,8:00 AM,Jammu and Kashmir,121124,1930,124157
11068,28-01-2021,8:00 AM,Jammu and Kashmir,121253,1931,124234
11104,29-01-2021,8:00 AM,Jammu and Kashmir,121402,1932,124297
11140,30-01-2021,8:00 AM,Jammu and Kashmir,121617,1933,124373
11176,31-01-2021,8:00 AM,Jammu and Kashmir,121752,1936,124449
11212,01-02-2021,8:00 AM,Jammu and Kashmir,121822,1936,124506
11248,02-02-2021,8:00 AM,Jammu and Kashmir,121905,1936,124550
11284,03-02-2021,8:00 AM,Jammu and Kashmir,121988,1938,124594
11320,04-02-2021,8:00 AM,Jammu and Kashmir,122049,1941,124659
11356,05-02-2021,8:00 AM,Jammu and Kashmir,122124,1943,124719
11392,06-02-2021,8:00 AM,Jammu and Kashmir,122187,1944,124785
11428,07-02-2021,8:00 AM,Jammu and Kashmir,122275,1944,124850
11464,08-02-2021,8:00 AM,Jammu and Kashmir,122335,1944,124909
11500,09-02-2021,8:00 AM,Jammu and Kashmir,122415,1944,124952
11536,10-02-2021,8:00 AM,Jammu and Kashmir,122470,1944,125007
11572,11-02-2021,8:00 AM,Jammu and Kashmir,122502,1945,125052
11608,12-02-2021,8:00 AM,Jammu and Kashmir,122542,1947,125117
11644,13-02-2021,8:00 AM,Jammu and Kashmir,122626,1948,125208
11680,14-02-2021,8:00 AM,Jammu and Kashmir,122703,1949,125268
11716,15-02-2021,8:00 AM,Jammu and Kashmir,122768,1951,125341
11752,16-02-2021,8:00 AM,Jammu and Kashmir,122837,1951,125405
11788,17-02-2021,8:00 AM,Jammu and Kashmir,122883,1951,125463
11824,18-02-2021,8:00 AM,Jammu and Kashmir,122939,1951,125547
11860,19-02-2021,8:00 AM,Jammu and Kashmir,122992,1954,125634
11896,20-02-2021,8:00 AM,Jammu and Kashmir,123059,1954,125715
11932,21-02-2021,8:00 AM,Jammu and Kashmir,123129,1954,125783
11968,22-02-2021,8:00 AM,Jammu and Kashmir,123192,1954,125867
12004,23-02-2021,8:00 AM,Jammu and Kashmir,123236,1954,125925
12040,24-02-2021,8:00 AM,Jammu and Kashmir,123298,1955,126019
12076,25-02-2021,8:00 AM,Jammu and Kashmir,123367,1955,126093
12112,26-02-2021,8:00 AM,Jammu and Kashmir,123426,1955,126201
12148,27-02-2021,8:00 AM,Jammu and Kashmir,123527,1956,126286
12184,28-02-2021,8:00 AM,Jammu and Kashmir,123599,1956,126383
12220,01-03-2021,8:00 AM,Jammu and Kashmir,123661,1957,126441
12256,02-03-2021,8:00 AM,Jammu and Kashmir,123717,1958,126504
12292,03-03-2021,8:00 AM,Jammu and Kashmir,123811,1958,126589
12328,04-03-2021,8:00 AM,Jammu and Kashmir,123860,1958,126693
12364,05-03-2021,8:00 AM,Jammu and Kashmir,123930,1959,126772
12400,06-03-2021,8:00 AM,Jammu and Kashmir,124002,1960,126853
12436,07-03-2021,8:00 AM,Jammu and Kashmir,124089,1961,126932
12472,08-03-2021,8:00 AM,Jammu and Kashmir,124190,1962,127044
12508,09-03-2021,8:00 AM,Jammu and Kashmir,124280,1963,127114
12544,10-03-2021,8:00 AM,Jammu and Kashmir,124367,1965,127191
12580,11-03-2021,8:00 AM,Jammu and Kashmir,124367,1965,127191
12616,12-03-2021,8:00 AM,Jammu and Kashmir,124421,1968,127288
12652,13-03-2021,8:00 AM,Jammu and Kashmir,124578,1971,127436
12688,14-03-2021,8:00 AM,Jammu and Kashmir,124680,1974,127535
12724,15-03-2021,8:00 AM,Jammu and Kashmir,124746,1974,127640
12760,16-03-2021,8:00 AM,Jammu and Kashmir,124823,1974,127734
12796,17-03-2021,8:00 AM,Jammu and Kashmir,124882,1976,127831
12832,18-03-2021,8:00 AM,Jammu and Kashmir,124972,1977,127957
12868,19-03-2021,8:00 AM,Jammu and Kashmir,125046,1978,128097
12904,20-03-2021,8:00 AM,Jammu and Kashmir,125118,1979,128249
12940,21-03-2021,8:00 AM,Jammu and Kashmir,125218,1980,128389
12976,22-03-2021,8:00 AM,Jammu and Kashmir,125276,1981,128547
13012,23-03-2021,8:00 AM,Jammu and Kashmir,125362,1981,128679
13048,24-03-2021,8:00 AM,Jammu and Kashmir,125443,1983,128836
13084,25-03-2021,8:00 AM,Jammu and Kashmir,125535,1983,129031
13120,26-03-2021,8:00 AM,Jammu and Kashmir,125627,1983,129203
13156,27-03-2021,8:00 AM,Jammu and Kashmir,125748,1984,129413
13192,28-03-2021,8:00 AM,Jammu and Kashmir,125886,1985,129684
13228,29-03-2021,8:00 AM,Jammu and Kashmir,126003,1989,129993
13264,30-03-2021,8:00 AM,Jammu and Kashmir,126129,1989,130228
13300,31-03-2021,8:00 AM,Jammu and Kashmir,126304,1990,130587
13336,01-04-2021,8:00 AM,Jammu and Kashmir,126435,1994,130960
13372,02-04-2021,8:00 AM,Jammu and Kashmir,126549,1998,131421
13408,03-04-2021,8:00 AM,Jammu and Kashmir,126720,2003,131938
13444,04-04-2021,8:00 AM,Jammu and Kashmir,126860,2005,132439
13480,05-04-2021,8:00 AM,Jammu and Kashmir,127049,2008,133012
13516,06-04-2021,8:00 AM,Jammu and Kashmir,127290,2010,133454
13552,07-04-2021,8:00 AM,Jammu and Kashmir,127520,2012,134015
13588,08-04-2021,8:00 AM,Jammu and Kashmir,127774,2018,134827
13624,09-04-2021,8:00 AM,Jammu and Kashmir,128020,2019,135662
13660,10-04-2021,8:00 AM,Jammu and Kashmir,128332,2023,136470
13696,11-04-2021,8:00 AM,Jammu and Kashmir,128691,2029,137475
13732,12-04-2021,8:00 AM,Jammu and Kashmir,129021,2034,138390
13768,13-04-2021,8:00 AM,Jammu and Kashmir,129439,2034,139381
